3982462774,Data Engineer (L5),United States,4 days ago,Netflix,"Netflix is one of the world's leading entertainment services, with over 300 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time.Netflix is revolutionizing how shows and movies are produced, pushing technological boundaries to efficiently deliver streaming video at a massive scale over the internet, and continuously improving the end-to-end user experience with Netflix across their member journey.We pride ourselves on using data to inform our decision-making as we work towards our mission. This requires curating data across various domains such as Ads, Games, Growth, Finance, Product, Content, and Studio. All of this data collection and curation is made possible thanks to the amazing Data Engineers of Netflix who bring this data to life.Data Engineering at Netflix is a role that requires building systems to process data efficiently and modeling the data to power analytics. These solutions can range from batch data pipelines that bring business metrics to life to real-time processing services that integrate with our core product features. In addition, we require our Data Engineers to have a rich understanding of large distributed systems on which our data solutions rely. Candidates should have knowledge across several of these skill sets and usually need to be deep in at least one. As a Data Engineer, you also need to have strong communication skills since you will need to collaborate with business, engineering, and data science teams to enable a culture of learning. Learn more about the work of data engineers at Netflix.: We are considering candidates who are willing to relocate to Los Gatos, California, as well as fully-remote candidates (remote in the US with occasional visits to Los Gatos) depending on the team your skills are most aligned with.Our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top of market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for is $170,000 - $720,000.Netflix provides comprehensive benefits including Health Plans, Mental Health support, a 401(k) Retirement Plan with employer match, Stock Option Program, Disability Programs, Health Savings and Flexible Spending Accounts, Family-forming benefits, and Life and Serious Injury Benefits. We also offer paid leave of absence programs. Full-time hourly employees accrue 35 days annually for paid time off to be used for vacation, holidays, and sick paid time off. Full-time salaried employees are immediately entitled to flexible time off. See more detail about our Benefits here.Netflix is a unique culture and environment. Learn more here.Inclusion is a Netflix value and we strive to host a meaningful interview experience for all candidates. If you want an accommodation/adjustment for a disability or any other reason during the hiring process, please send a request to your recruiting partner.We are an equal-opportunity employer and celebrate diversity, recognizing that diversity builds stronger teams. We approach diversity and inclusion seriously and thoughtfully. We do not discriminate on the basis of race, religion, color, ancestry, national origin, caste, sex, sexual orientation, gender, gender identity or expression, age, disability, medical condition, pregnancy, genetic makeup, marital status, or military service.Job is open for no less than 7 days and will be removed when the position is filled.",https://www.linkedin.com/jobs/view/data-engineer-l5-at-netflix-3982462774?trk=public_jobs_topcard-title,https://www.linkedin.com/company/netflix?trk=public_jobs_topcard-org-name,Over 200 applicants,Entertainment Providers,Full-time,Other,Not Applicable,United States,Data engineer
3989284331,Data Engineer (L5) - Ads,United States,1 week ago,Netflix,"Netflix is one of the world's leading entertainment services, with 283 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time.Netflix is the world's leading internet entertainment service with over 220+ million memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. And as of November 2022 we added an advertisement branch to our business, making Netflix service accessible to an even broader member base with ad-supported plans!Ads Data Engineering team sits at the core of building a data ecosystem that will power Netflix’ understanding and decision making about what impact ads have on our business. This team’s main focus is to build rich, connected, and easily accessible data products about ad inventories, forecasting, targeting, ad serving, pacing and much more. We are looking for passionale, mature, and curious software engineers with strong data intuition, analytical mindset and ad ecosystem experience, to contribute to the team’s impact in a quickly evolving.Our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top of market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for this role is $170,000 - $720,000.Netflix provides comprehensive benefits including Health Plans, Mental Health support, a 401(k) Retirement Plan with employer match, Stock Option Program, Disability Programs, Health Savings and Flexible Spending Accounts, Family-forming benefits, and Life and Serious Injury Benefits. We also offer paid leave of absence programs. Full-time hourly employees accrue 35 days annually for paid time off to be used for vacation, holidays, and sick paid time off. Full-time salaried employees are immediately entitled to flexible time off. See more detail about our Benefits here.Inclusion is a Netflix value and we strive to host a meaningful interview experience for all candidates. If you want an accommodation/adjustment for a disability or any other reason during the hiring process, please send a request to your recruiting partner.We are an equal-opportunity employer and celebrate diversity, recognizing that diversity builds stronger teams. We approach diversity and inclusion seriously and thoughtfully. We do not discriminate on the basis of race, religion, color, ancestry, national origin, caste, sex, sexual orientation, gender, gender identity or expression, age, disability, medical condition, pregnancy, genetic makeup, marital status, or military service.Job is open for no less than 7 days and will be removed when the position is filled.",https://www.linkedin.com/jobs/view/data-engineer-l5-ads-at-netflix-3989284331?trk=public_jobs_topcard-title,https://www.linkedin.com/company/netflix?trk=public_jobs_topcard-org-name,Over 200 applicants,Entertainment Providers,Full-time,Other,Not Applicable,United States,Data engineer
4290872912,Data Engineer,"San Francisco, CA",1 week ago,Asana,"As part of the Enterprise Data & Intelligence (EDI) team, you will play a key role in enabling company-wide, data-informed decision-making. Our business and product teams rely on our data platforms and products to analyze and optimize adoption, growth, and revenue.This role blends technical expertise with strategic collaboration and business acumen. As an individual contributor, you will blend your data and GTM skills to influence the best outcomes for Asana — guiding technical decisions, learning from teammates, and partnering with stakeholders across Asana's Sales Team to deliver robust, scalable data solutions. You will also influence the architecture and evolution of our data platform to ensure its reliability, performance, and usability.This role is based in our San Francisco with an office-centric hybrid scheduleAlong with most Asanas, you’ll work from this office in person on Mondays, Tuesdays, and Thursdays. Most Asanas have the option to work from home on Wednesdays and Fridays. If you're interviewing for this role, your Talent Acquisition Partner will share more about the in-office requirements.Our comprehensive compensation package plays a big part in how we recognize you for the impact you have on our path to achieving our mission. We believe that compensation should be reflective of the value you create relative to the market value of your role. To ensure pay is fair and not impacted by biases, we're committed to looking at market value which is why we check ourselves and conduct a yearly pay equity audit.For this role, the estimated base salary range is between $146,000-186,000. The actual base salary will vary based on various factors, including market and individual qualifications objectively assessed during the interview process. The listed range above is a guideline, and the base salary range for this role may be modified.In addition to base salary, your compensation package may include additional components such as equity, sales incentive pay (for most sales roles), and benefits. If you're interviewing for this role, speak with your Talent Acquisition Partner to learn more about the total compensation and benefits for this role.We strive to provide equitable and competitive benefits packages that support our employees worldwide and include:These are just some of the benefits we offer, and benefits may vary based on role, country, and local regulations. If you're interviewing for this role, speak with your Talent Acquisition Partner to learn more about the total compensation and benefits for this role.Asana helps teams orchestrate their work, from small projects to strategic initiatives. Millions of teams around the world rely on Asana to achieve their most important goals, faster. Asana has been named a Top 10 Best Workplace for 5 years in a row, is Fortune's #1 Best Workplace in the Bay Area, and one of Glassdoor’s and Inc.’s Best Places to Work. After spending more than a year physically distanced, Team Asana is safely and mindfully returning to in-person collaboration, incorporating flexibility that adds hybrid elements to our office-centric culture . With 11+ offices all over the world, we are always looking for individuals who care about building technology that drives positive change in the world and a culture where everyone feels that they belong.We believe in supporting people to do their best work and thrive, and building a diverse, equitable, and inclusive company is core to our mission. Our goal is to ensure that Asana upholds an inclusive environment where all people feel that they are equally respected and valued, whether they are applying for an open position or working at the company. We provide equal employment opportunities to all applicants without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by law. We also comply with the San Francisco Fair Chance Ordinance and similar laws in other locations.",https://www.linkedin.com/jobs/view/data-engineer-at-asana-4290872912?trk=public_jobs_topcard-title,https://www.linkedin.com/company/asana?trk=public_jobs_topcard-org-name,Over 200 applicants,Software Development,Full-time,Information Technology,Associate,United States,Data engineer
4277737518,Senior Data Engineer,"San Francisco, CA",1 week ago,Asana,"As part of theteam, you will play a key role in enabling company-wide, data-informed decision-making. Our business and product teams rely on our data platforms and products to analyze and optimize adoption, growth, and revenue.This role blendswith. As a, you will lead by example — guiding technical decisions, coaching teammates, and partnering with stakeholders acrossto deliver robust, scalable data solutions. You will also influence the architecture and evolution of our data platform to ensure its reliability, performance, and usability.Along with most Asanas, you’ll work from this office in person on Mondays, Tuesdays, and Thursdays. Most Asanas have the option to work from home on Wednesdays and Fridays. If you're interviewing for this role, your Talent Acquisition Partner will share more about the in-office requirements.Our comprehensive compensation package plays a big part in how we recognize you for the impact you have on our path to achieving our mission. We believe that compensation should be reflective of the value you create relative to the market value of your role. To ensure pay is fair and not impacted by biases, we're committed to looking at market value which is why we check ourselves and conduct a yearly pay equity audit.For this role, the estimated base salary range is between $207,000-279,000. The actual base salary will vary based on various factors, including market and individual qualifications objectively assessed during the interview process. The listed range above is a guideline, and the base salary range for this role may be modified.In addition to base salary, your compensation package may include additional components such as equity, sales incentive pay (for most sales roles), and benefits. If you're interviewing for this role, speak with your Talent Acquisition Partner to learn more about the total compensation and benefits for this role.We strive to provide equitable and competitive benefits packages that support our employees worldwide and include:These are just some of the benefits we offer, and benefits may vary based on role, country, and local regulations. If you're interviewing for this role, speak with your Talent Acquisition Partner to learn more about the total compensation and benefits for this role.Asana helps teams orchestrate their work, from small projects to strategic initiatives. Millions of teams around the world rely on Asana to achieve their most important goals, faster. Asana has been named a Top 10 Best Workplace for 5 years in a row, is Fortune's #1 Best Workplace in the Bay Area, and one of Glassdoor’s and Inc.’s Best Places to Work. After spending more than a year physically distanced, Team Asana is safely and mindfully returning to in-person collaboration, incorporating flexibility that adds hybrid elements to our office-centric culture . With 11+ offices all over the world, we are always looking for individuals who care about building technology that drives positive change in the world and a culture where everyone feels that they belong.We believe in supporting people to do their best work and thrive, and building a diverse, equitable, and inclusive company is core to our mission. Our goal is to ensure that Asana upholds an inclusive environment where all people feel that they are equally respected and valued, whether they are applying for an open position or working at the company. We provide equal employment opportunities to all applicants without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by law. We also comply with the San Francisco Fair Chance Ordinance and similar laws in other locations.",https://www.linkedin.com/jobs/view/senior-data-engineer-at-asana-4277737518?trk=public_jobs_topcard-title,https://www.linkedin.com/company/asana?trk=public_jobs_topcard-org-name,Over 200 applicants,Software Development,Full-time,Information Technology,Associate,United States,Data engineer
4293663949,Data Engineer,"Grand Junction, CO",4 hours ago,Alpine Bank,"Job DetailsThe Data Engineer designs, builds, maintains and optimizes the data analytics infrastructure, ensuring data is accessible and usable for analytics and operational purposes across the enterprise. Collaborates closely with cross-functional teams to ensure the availability, security, reliability and performance of our data analytics infrastructure, systems and solutions.This job operates in a professional office environment, that may have a hybrid schedule to include remote work and in office but can change at any time. This role routinely uses standard office equipment such as computers, phones, photocopiers, filing cabinets and fax machines. Minimal driving may be required for branch visits and in-person meetings.This is largely a sedentary role. While performing the duties of this job, the employee is regularly required to talk or hear. Specific vision abilities required by this job include close vision, distance vision, color vision, and ability to adjust focus. May have to lift up to 25 lbs.This job description is not intended to be an exhaustive list of all duties, responsibilities, or qualifications associated with the job.Position anticipated to close on October 10, 2025, or until filled.",https://www.linkedin.com/jobs/view/data-engineer-at-alpine-bank-4293663949?trk=public_jobs_topcard-title,https://www.linkedin.com/company/alpine-bank?trk=public_jobs_topcard-org-name,,Banking,Full-time,Information Technology,Entry level,United States,Data engineer
4124931707,Data Engineer,"Foster City, CA",1 week ago,Zoox,"The Data team leverages data from our autonomous vehicles and operations to determine autonomy and service readiness. We provide the foundation for strategic decision-making at Zoox. You will develop and implement the next generation of our data pipeline to ensure visibility into our business as we scale toward the launch of an autonomous mobility service. You will define the system and build the pipeline to enable Zoox to develop and scale with a data-first culture.You will join a diverse, experienced team with rapidly growing scope and responsibility while also having access to one of the most unique data sets in the autonomous vehicle industry. Hence, we are seeking all skill levels to grow with the team.$192,000 - $260,000 a yearThere are three major components to compensation for this position: salary, Amazon Restricted Stock Units (RSUs), and Zoox Stock Appreciation Rights. A sign-on bonus may be offered as part of the compensation package. The listed range applies only to the base salary. Compensation will vary based on geographic location and level. Leveling, as well as positioning within a level, is determined by a range of factors, including, but not limited to, a candidate's relevant years of experience, domain knowledge, and interview performance. The salary range listed in this posting is representative of the range of levels Zoox is considering for this position.Zoox also offers a comprehensive package of benefits, including paid time off (e.g. sick leave, vacation, bereavement), unpaid time off, Zoox Stock Appreciation Rights, Amazon RSUs, health insurance, long-term care insurance, long-term and short-term disability insurance, and life insurance.Zoox is developing the first ground-up, fully autonomous vehicle fleet and the supporting ecosystem required to bring this technology to market. Sitting at the intersection of robotics, machine learning, and design, Zoox aims to provide the next generation of mobility-as-a-service in urban environments. We’re looking for top talent that shares our passion and wants to be part of a fast-moving and highly execution-oriented team.Follow us on LinkedInIf you need an accommodation to participate in the application or interview process please reach out to accommodations@zoox.com or your assigned recruiter.",https://www.linkedin.com/jobs/view/data-engineer-at-zoox-4124931707?trk=public_jobs_topcard-title,https://www.linkedin.com/company/zoox-inc?trk=public_jobs_topcard-org-name,Over 200 applicants,Automotive,Full-time,Information Technology,Not Applicable,United States,Data engineer
4292473219,"Data Engineer(SQl, Python)","Sunnyvale, CA",6 days ago,Tata Consultancy Services,"Candidate should be proficient in SQL coding.Candidate should be proficient in Python coding.Salary Range: $63,400-$137,000 a year",https://www.linkedin.com/jobs/view/data-engineer-sql-python-at-tata-consultancy-services-4292473219?trk=public_jobs_topcard-title,https://in.linkedin.com/company/tata-consultancy-services?trk=public_jobs_topcard-org-name,Over 200 applicants,IT Services and IT Consulting,Full-time,Information Technology,Entry level,United States,Data engineer
4267778405,Data Engineer,"New York, United States",4 days ago,Glencore,", headquartered in Baar, Switzerland is one of the world's leading integrated producers and marketers of commodities that industries around the world need. Glencore has worldwide activities in the production, sourcing, processing, refining, transporting, storage, financing and supply of metals and minerals, energy products, and agricultural products. We strive to be a reliable and competitive partner in the markets in which we serve and to support our customers and suppliers at each stage of their expansion and development., a US-based branch of Glencore AG, is a wholly owned subsidiary of Glencore International AG, where it employees approximately 300 people.We are seeking a highly skilled and motivated Data Engineer to join our business; you will be part of a global Data Engineering team working on data engineering activities for our trading desks with a focus on the desks in New York.The role reports to the Head of Data Architecture and Engineering.",https://www.linkedin.com/jobs/view/data-engineer-at-glencore-4267778405?trk=public_jobs_topcard-title,https://ch.linkedin.com/company/glencore?trk=public_jobs_topcard-org-name,Over 200 applicants,Mining,Full-time,Information Technology,Entry level,United States,Data engineer
4265244869,Senior Data Engineer,"Austin, TX",1 week ago,Roku,Teamwork makes the stream work.About the teamAbout the roleWhat you’ll be doingWe’re excited if you have,https://www.linkedin.com/jobs/view/senior-data-engineer-at-roku-4265244869?trk=public_jobs_topcard-title,https://www.linkedin.com/company/roku?trk=public_jobs_topcard-org-name,,Software Development,Full-time,Information Technology,Mid-Senior level,United States,Data engineer
4294306813,Jr. Data Engineer (Remote),"Philadelphia, PA",2 days ago,Lensa,"Lensa is a career site that helps job seekers find great jobs in the US. We are not a staffing firm or agency. Lensa does not hire directly for these jobs, but promotes jobs on LinkedIn on behalf of its direct clients, recruitment ad agencies, and marketing partners. Lensa partners with DirectEmployers to promote this job for Aramark. Clicking ""Apply Now"" or ""Read more"" on Lensa redirects you to the job board/employer site. Any information collected there is subject to their terms and privacy notice.We are looking for a motivated Junior Data Engineer to join our team. The ideal candidate will assist in delivering data solutions with a focus on the reporting layer and preparing data for business intelligence. This role involves working with Power BI as the primary platform and collaborating with various stakeholders to ensure seamless data delivery and reporting.This is a remote position.Create and deploy Power BI reports, including paginated reports in Report Builder for multiple projectsWrite and troubleshoot DAX queries and create calculated columns/ measuresDesign, implement and maintain semantic models in Power BIDevelop and optimize SQL queries in Report Builder and BiqQuery to extract and transform dataDesign and support ETL workflows for data ingestion, transformation and loadingHandle report transport across environments (UAT/PROD)Able to work with parameterized reports; complex semantic models and ensure accurate data relationships; implement and manage Row Level Security (RLS)Understand and use BigQuery data models for QA and report generationMust be capable of prioritizing and accommodating urgent requestsAble to handle fast turnaround times and manage multiple projects or priorities simultaneouslyPerform self QA of their work before reporting or deliveryBachelor?s degree in Computer Science or related field preferredAt least 2-3 years of experience in Power BI or other data visualisation toolsStrong knowledge of Power BI architecture: data models, DAX and Report BuilderStrong Understanding of semantic modeling in Power BI, including relationships, measures and hierarchiesExperience with SQL and BigQuery for Querying and data modelingFamiliarity with Python for data manipulation and automation is a plusAramark offers comprehensive benefit programs and services for eligible employees including medical, dental, vision, and work/life resources. Additional benefits may include retirement savings plans like 401(k) and paid days off such as parental leave and disability coverage. Benefits vary by location and are subject to any legal requirements or limitations, employee eligibility status, and where the employee lives and/or works. For more information about Aramark benefits, click here Aramark Careers - Benefits & Compensation (https://careers.aramark.com/benefits-compensation/) .COMPENSATION: The hourly rate or salary range for this position is $70,000-$80,000. If both numbers are the same, that is the amount that Aramark expects to offer. This is Aramark?s good faith and reasonable estimate of the compensation for this position as of the time of posting.At Aramark, our goal is to give you a strong financial foundation as well as peace of mind. Learn about our benefits & compensation here.Rooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet.At Aramark, we believe that every employee should enjoy equal employment opportunity and be free to participate in all aspects of the company. We do not discriminate on the basis of race, color, religion, national origin, age, sex, gender, pregnancy, disability, sexual orientation, gender identity, genetic information, military status, protected veteran status or other characteristics protected by applicable law.The people of Aramark proudly serve millions of guests every day through food and facilities in 15 countries around the world. Rooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet. We believe a career should develop your talents, fuel your passions, and empower your professional growth. So, no matter what you're pursuing - a new challenge, a sense of belonging, or just a great place to work - our focus is helping you reach your full potential. Learn more about working here at http://www.aramarkcareers.com or connect with us on Facebook , Instagram and Twitter .If you have questions about this posting, please contact support@lensa.com",https://www.linkedin.com/jobs/view/jr-data-engineer-remote-at-lensa-4294306813?trk=public_jobs_topcard-title,https://www.linkedin.com/company/lensa?trk=public_jobs_topcard-org-name,,Internet Publishing,Full-time,Information Technology,Mid-Senior level,United States,Data engineer
